R:Food Society:.1:.1|D:0:La-Part-Dieu|D:2:Lyon|D:9:Venissieux
L:La-Part-Dieu:.25:.1|D:0:Food Society|D:2:Lyon|D:0:Bento Mania|D:3:Villeurbanne
V:Villeurbanne:.4:.1|D:3:La-Part-Dieu|D:3:Bento Mania|D:6:Bron|D:9:Porte des Alpes|N:7:KFC Bron
V:Oullins:.25:.55|A:7:Lyon|A:14:Venissieux
V:Lyon:.25:.4|D:2:Food Society|D:2:La-Part-Dieu|A:7:Oullins|D:2:Bento Mania|D:8:Bron|A:33:Vienne|A:16:Venissieux
R:Bento Mania:.325:.25|D:2:Lyon|D:0:La-Part-Dieu|D:3:Villeurbanne|D:7:Bron
V:Venissieux:.1:.55|D:9:Food Society|A:16:Lyon|A:14:Oullins|A:28:Vienne|A:21:Chasse-sur-Rhone
V:Bron:.4:.4|D:8:Lyon|D:7:Bento Mania|D:6:Villeurbanne|D:2:KFC Bron|D:2:Porte des Alpes
R:KFC Bron:.455:.25|D:0:Porte des Alpes|D:2:Bron|N:7:Villeurbanne
V:Vienne:.32:.65|A:28:Venissieux|A:33:Lyon|A:27:Chanas|A:11:Chasse-sur-Rhone|A:10:Magasin Chasse|D:13:Saint-Clair
L:Porte des Alpes:.55:.25|D:2:Bron|D:9:Villeurbanne|D:0:KFC Bron
L:Magasin Chasse:.25:.8|A:10:Vienne|D:2:Chasse-sur-Rhone
V:Chasse-sur-Rhone:.1:.8|A:21:Venissieux|D:2:Magasin Chasse|A:11:Vienne
V:Saint-Clair:.32:.9|D:13:Vienne|N:11:Roussillon
V:Roussillon:.4:.9|N:11:Saint-Clair|D:6:Burger King|D:6:Green-7|D:22:Annonay|D:8:Chanas
V:Annonay:.4:.75|D:22:Roussillon|D:20:Chanas
L:Green-7:.6:.9|D:6:Roussillon|D:1:Burger King|N:2:Chanas
V:Chanas:.5:.65|A:27:Vienne|N:2:Green-7|D:2:Burger King|D:5:Salaise-sur-Sanne|D:5:Au fil de l'Eau|A:4:Tain-l'Hermitage|D:8:Roussillon|D:20:Annonay
V:Tain-l'Hermitage:.65:.8|A:4:Chanas|A:37:Saint-Rambert
R:Burger King:.5:.8|D:6:Roussillon|D:1:Green-7|D:2:Chanas
V:Salaise-sur-Sanne:.65:.4|D:5:Chanas|D:1:Royal d'Asie|D:21:Beaurepaire|D:28:Hauterives
R:Au fil de l'Eau:.65:.65|D:5:Chanas|D:1:Saint-Rambert
V:Saint-Rambert:.78:.8|D:1:Au fil de l'Eau|D:22:Hauterives|D:6:Anneyron|D:24:Beaurepaire|A:37:Tain-l'Hermitage|D:8:La tour d'Albon
L:La tour d'Albon:.9:.8|D:2:Albon|D:8:Saint-Rambert|D:17:Hauterives
V:Albon:.9:.9|D:2:La tour d'Albon
V:Hauterives:.9:.4|D:17:La tour d'Albon|D:28:Salaise-sur-Sanne|D:22:Saint-Rambert|D:15:Anneyron|D:11:Beaurepaire|D:1:Palais idéal
L:Palais idéal:.78:.53|D:1:Hauterives|D:15:Anneyron
R:Royal d'Asie:.65:.25|D:1:Salaise-sur-Sanne
V:Anneyron:.78:.65|D:15:Hauterives|D:15:Palais idéal|D:17:Beaurepaire|D:6:Saint-Rambert
V:Beaurepaire:.65:.53|D:24:Saint-Rambert|D:21:Salaise-sur-Sanne|D:17:Anneyron|D:11:Hauterives
